code,response
"import React from 'react';

class BenchNav extends React.Component {
    render() {
        const tabs = {
            overview: ""Overview"",
            scenario: ""Scenario"",
            reports:  ""Reports"",
            logs:     ""Logs""
        };

        return (
            <ul className=""nav nav-tabs bench-nav"">
                {Object.keys(tabs).map(function (tab) {
                    let name = tabs[tab];
                    let cssClass =  (this.props.selectedTab == tab) ? ""active"" : """";
                    let link = `#/bench/${this.props.bench.id}/${tab}`;
                    return (<li role=""presentation"" key={tab} className={cssClass}><a href={link}>{name}</a></li>);
                }.bind(this))}
            </ul>
        );
    }
};

BenchNav.propTypes = {
    bench: React.PropTypes.object.isRequired,
    selectedTab: React.PropTypes.string
};

BenchNav.defaultProps = {
    selectedTab: ""overview""
};

export default BenchNav;
","Generate the React component code for a tabbed navigation bar with the tabs ""Overview"", ""Scenario"", ""Reports"", and ""Logs"". The navigation bar should be active on the selected tab and should include links to the corresponding sections."
"import React from 'react';
import RSelect from 'react-select';
import Immutable from 'immutable';
import gStyle from '../globalStyle';
require('../../node_modules/react-select/dist/react-select.min.css');



class MultiSelect extends React.Component {
    constructor(props) {
        super(props);
        this.filterName = this.props.filterName
        this.state = {
        	options : this.orderOption(this.props.options),
            values : this.props.value
        }
        this._onSelectChange = this._onSelectChange.bind(this);
        this.onSelectChange = this.props.onSelectChange;
    }

    orderOption(options) {
        return options.sort((a, b) => {
            if (a.label > b.label) {
                return 1;
            } else if (a.label == b.label) {
                return 0;
            } else {
                return -1;
            }
        });
    }

    _onSelectChange(value){
        this.setState({
            values:value
        });
         this.onSelectChange({
            filterName:this.filterName,
            selectValues:value
        });
    }

    componentWillReceiveProps(nextProps){
        this.setState({
            options : this.orderOption(nextProps.options)
        });
    }

    render() {
        var placeholder = 'Input ' + this.filterName;
        return (
        	<div className=""col-md-12 margin-botton-div"">
                <RSelect multi simpleValue delimiter={gStyle.constV.delimiter}  value={this.state.values} placeholder={placeholder} options={this.state.options} onChange={this._onSelectChange} />
            </div>
        	);
    }
}


class MultiSelectGroup extends React.Component {
    constructor(props) {
        super(props);
        this.state={
            filterOptions:Immutable.Map(this.props.filterOptions)
        };
        this._initialFilter(this.props.currentFilter)
        this._onSelectChange = this._onSelectChange.bind(this);
    }

    _initialFilter(currentFilter){
        this.filter = Immutable.Map({});
        for(var key of this.state.filterOptions.keys()){
            this.filter.set(key,'');
        }
        if(currentFilter){
            var currFilter =Immutable.Map(currentFilter); 
            this.filter = this.filter.merge(currFilter);
        }
    }

    _onSelectChange(selectValue){
        this.props.onFilterChange(selectValue);
    }

    componentWillReceiveProps(nextProps){
        this.setState({
            filterOptions:Immutable.Map(nextProps.filterOptions)
        });
        this._initialFilter(nextProps.currentFilter);
    }

    render() {
        var {filterOptions} = this.state;
        var mutilSelects=[];
        for(var [key,value] of this.state.filterOptions.entries()){
             mutilSelects.push(<MultiSelect key={key} value={this.filter.get(key)} filterName={key} options={value.toArray()} onSelectChange={this._onSelectChange} />);
        }

        return(
            <div className=""row"">
                {mutilSelects}
            </div>
            );
        
    }
}


module.exports =  MultiSelectGroup;


","Generate a multi-select component for React using React-Select and Immutable. The component should display multiple select inputs based on filter options. Each select input should be labeled with the filter name and have sorted options. When a user selects values in any of the select inputs, the component should call an `onSelectChange` function to update the filter values for the corresponding filter name."
"import React from 'react';
import Icon from '../Icon';

export default class SearchIcon extends Icon {
  getSVG(){return <svg xmlns=""http://www.w3.org/2000/svg"" width=""48"" height=""48"" viewBox=""0 0 48 48""><path d=""M31 28h-1.59l-.55-.55C30.82 25.18 32 22.23 32 19c0-7.18-5.82-13-13-13S6 11.82 6 19s5.82 13 13 13c3.23 0 6.18-1.18 8.45-3.13l.55.55V31l10 9.98L40.98 38 31 28zm-12 0c-4.97 0-9-4.03-9-9s4.03-9 9-9 9 4.03 9 9-4.03 9-9 9z""/></svg>;}
};",Generate an SVG icon for searching with a magnifying glass.
"import React from 'react';
import { Link } from 'react-router-dom';
import styles from './galaBanner.css';

const GalaBanner = () => (
  <div className={styles.galaBannerWrapper}>
    <Link to=""/gala"">
      <img className={styles.galaImage} alt=""gala banner"" />
    </Link>
  </div>
);

export default GalaBanner;
","Create a React component that displays a banner image linking to a ""/gala"" route, using styles from a ""galaBanner.css"" file."
"import React from 'react'
import { Segment } from 'semantic-ui-react'

const SegmentExampleRaisedSegments = () => (
  <Segment.Group raised>
    <Segment>Left</Segment>
    <Segment>Middle</Segment>
    <Segment>Right</Segment>
  </Segment.Group>
)

export default SegmentExampleRaisedSegments
","Generate a React code snippet for a Semantic UI raised segment group with three segments labeled ""Left"", ""Middle"", and ""Right""."
"import React, { Component } from 'react';
import PropTypes from 'prop-types';

export default class ErrorBoundary extends Component {

  static propTypes = {
    children: PropTypes.node,
  }

  state = {
    error: null,
    errorInfo: null,
  };

  componentDidCatch(error, errorInfo) {
    this.setState({
      error,
      errorInfo,
    });
  }

  render() {
    if (this.state.errorInfo) {
      return (
        <div>
          <h2>Error</h2>
          <p>{this.state.error && this.state.error.toString()}</p>
          <pre>{this.state.errorInfo.componentStack}</pre>
        </div>
      );
    }

    return this.props.children;
  }
}
","Create a React component called ErrorBoundary that implements error boundaries. The component should log errors and error information to the console, display a friendly error message to the user, and fall back to displaying the children if no error occurs."
"import React from 'react';

import { Putro, Streammz } from 'CONTRIBUTORS';
import SpellLink from 'common/SpellLink';
import SPELLS from 'common/SPELLS';

export default [
  {
    date: new Date('2018-11-14'),
    changes: <> Created a module for <SpellLink id={SPELLS.BORN_TO_BE_WILD_TALENT.id} /> and <SpellLink id={SPELLS.BINDING_SHOT_TALENT.id} />. </>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-11-13'),
    changes: <> Implemented talent statistic module for <SpellLink id={SPELLS.ANIMAL_COMPANION_TALENT.id} /> & an azerite power module for Pack Alpha. </>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-11-13'),
    changes: <> Implemented talent statistic modules for <SpellLink id={SPELLS.BARRAGE_TALENT.id} /> and <SpellLink id={SPELLS.CHIMAERA_SHOT_TALENT.id} />.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-11-07'),
    changes: <>Implemented talent statistic modules for <SpellLink id={SPELLS.ONE_WITH_THE_PACK_TALENT.id} /> and <SpellLink id={SPELLS.STOMP_TALENT.id} />.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-11-08'),
    changes: <> Implemented a module for <SpellLink id={SPELLS.ASPECT_OF_THE_BEAST_TALENT.id} />, <SpellLink id={SPELLS.SPITTING_COBRA_TALENT.id} />, <SpellLink id={SPELLS.SCENT_OF_BLOOD_TALENT.id} /> and updated the module for <SpellLink id={SPELLS.DIRE_BEAST_TALENT.id} />.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-11-02'),
    changes: <>Implemented a talent statistic module and suggestions for <SpellLink id={SPELLS.VENOMOUS_BITE_TALENT.id} /> and <SpellLink id={SPELLS.THRILL_OF_THE_HUNT_TALENT.id} />.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-10-31'),
    changes: <>Implemented statistics for the talent <SpellLink id={SPELLS.KILLER_INSTINCT_TALENT.id} />.</>,
    contributors: [Streammz],
  },
  {
    date: new Date('2018-10-29'),
    changes: <>Implemented a suggestion that checks for <SpellLink id={SPELLS.MULTISHOT_BM.id} /> usage in single target situations, warning you about multi-shot uses where no paired <SpellLink id={SPELLS.BEAST_CLEAVE_PET_BUFF.id} /> damage has been dealt.</>,
    contributors: [Streammz],
  },
  {
    date: new Date('2018-10-25'),
    changes: <>Implemented the new checklist for Beast Mastery, added a <SpellLink id={SPELLS.COBRA_SHOT.id} /> statistic and associated suggestions, and updated <SpellLink id={SPELLS.KILLER_COBRA_TALENT.id} /> suggestions.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-10-24'),
    changes: <>Merged the 3 <SpellLink id={SPELLS.BESTIAL_WRATH.id} /> modules together, and added a cooldown reduction efficiency metric and suggestion to it.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-09-20'),
    changes: <>Added two azerite trait modules, one for <SpellLink id={SPELLS.PRIMAL_INSTINCTS.id} /> and an initial version for <SpellLink id={SPELLS.FEEDING_FRENZY.id} /></>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-08-12'),
    changes: <>Updated the <SpellLink id={SPELLS.BARBED_SHOT.id} /> statistic to be an expandable statistic box, to showcase uptime of 0->3 stacks separately.</>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-08-12'),
    changes: 'Removed all legendaries and tier gear in preparation for Battle for Azeroth launch',
    contributors: [Putro],
  },
  {
    date: new Date('2018-08-06'),
    changes: <> Adds buff indicators to relevant spells in the timeline, adjusted placement of statistic boxes, added example logs to everything BFA related and added statistics for <SpellLink id={SPELLS.CHIMAERA_SHOT_TALENT.id} />, <SpellLink id={SPELLS.DIRE_BEAST_TALENT.id} />, <SpellLink id={SPELLS.KILLER_COBRA_TALENT.id} />, <SpellLink id={SPELLS.STAMPEDE_TALENT.id} /> and <SpellLink id={SPELLS.STOMP_TALENT.id} />. </>,
    contributors: [Putro],
  },
  {
    date: new Date('2018-07-26'),
    changes: <>Updated the BM module to 8.0.1, and added a <SpellLink id={SPELLS.BARBED_SHOT.id} /> statistic and acoompanying suggestions, also updated downtime module to be accurate with Aspect of the Wilds reduced GCD. </>,
    contributors: [Putro],
  },
];
","Generate a Changelog entry for a React module that includes:
- List of dates with corresponding changes
- List of contributors for each entry"
"import React from 'react';
import PropTypes from 'prop-types';
import { connect } from 'react-redux';
import styled from 'styled-components';
import Container from '../../../components/Container';
import Oscillator from './Oscillator';
import RoundButton from '../../../components/Button/RoundButton';
import * as actions from '../../actions';
import { getOscillators } from '../../selectors';

const Bank = styled.div`
  display: flex;
  flex-direction: row;
  align-items: flex-start;

  & > div:not(:first-of-type) {
    margin-left: 5px;
  }
`;

const OscillatorBank = ({
  addOscillator,
  oscillators,
  setOscillatorSetting,
  removeOscillator
}) => {
  const addButton = <RoundButton active click={addOscillator} text=""+"" />;
  return (
    <Container full title=""Oscillators"" titleControl={addButton}>
      <Bank>
        {oscillators.map((o, i) => {
          return (
            <Oscillator
              key={i}
              oscillator={o}
              remove={removeOscillator}
              setValue={setOscillatorSetting}
            />
          );
        })}
      </Bank>
    </Container>
  );
};

OscillatorBank.propTypes = {
  addOscillator: PropTypes.func.isRequired,
  oscillators: PropTypes.array.isRequired,
  setOscillatorSetting: PropTypes.func.isRequired,
  removeOscillator: PropTypes.func.isRequired
};

const mapStateToProps = state => {
  return {
    oscillators: getOscillators(state)
  };
};

export default connect(mapStateToProps, actions)(OscillatorBank);
","Generate the React code for the OscillatorBank component, which should display a bank of Oscillator components. Each oscillator should be able to be removed, and there should be a button to add a new oscillator. The component should be connected to the Redux store to get the list of oscillators and to dispatch actions to add and remove oscillators."
"/**
 * Menu Contents
 *
 * React Native Starter App
 * https://github.com/mcnamee/react-native-starter-app
 */
import React, { Component } from 'react';
import PropTypes from 'prop-types';
import {
  View,
  Alert,
  StyleSheet,
  TouchableOpacity,
} from 'react-native';
import { Actions } from 'react-native-router-flux';

// Consts and Libs
import { AppStyles, AppSizes } from '@theme/';

// Components
import { Spacer, Text, Button } from '@ui/';

/* Styles ==================================================================== */
const MENU_BG_COLOR = '#263137';

const styles = StyleSheet.create({
  backgroundFill: {
    backgroundColor: MENU_BG_COLOR,
    height: AppSizes.screen.height,
    width: AppSizes.screen.width,
    position: 'absolute',
    top: 0,
    left: 0,
  },
  container: {
    position: 'relative',
    flex: 1,
  },
  menuContainer: {
    flex: 1,
    left: 0,
    right: 0,
    backgroundColor: MENU_BG_COLOR,
  },

  // Main Menu
  menu: {
    flex: 3,
    left: 0,
    right: 0,
    backgroundColor: MENU_BG_COLOR,
    padding: 20,
    paddingTop: AppSizes.statusBarHeight + 20,
  },
  menuItem: {
    borderBottomWidth: 1,
    borderBottomColor: 'rgba(255, 255, 255, 0.1)',
    paddingBottom: 10,
  },
  menuItem_text: {
    fontSize: 16,
    lineHeight: parseInt(16 + (16 * 0.5), 10),
    fontWeight: '500',
    marginTop: 14,
    marginBottom: 8,
    color: '#EEEFF0',
  },

  // Menu Bottom
  menuBottom: {
    flex: 1,
    left: 0,
    right: 0,
    justifyContent: 'flex-end',
    paddingBottom: 10,
  },
  menuBottom_text: {
    color: '#EEEFF0',
  },
});

/* Component ==================================================================== */
class Menu extends Component {
  static propTypes = {
    logout: PropTypes.func.isRequired,
    closeSideMenu: PropTypes.func.isRequired,
    user: PropTypes.shape({
      email: PropTypes.string,
    }),
    unauthMenu: PropTypes.arrayOf(PropTypes.shape({})),
    authMenu: PropTypes.arrayOf(PropTypes.shape({})),
  }

  static defaultProps = {
    user: null,
    unauthMenu: [],
    authMenu: [],
  }

  /**
   * On Press of any menu item
   */
  onPress = (action) => {
    this.props.closeSideMenu();
    if (action) action();
  }

  /**
   * On Logout Press
   */
  logout = () => {
    if (this.props.logout) {
      this.props.logout()
        .then(() => {
          this.props.closeSideMenu();
          Actions.login();
        }).catch(() => {
          Alert.alert('Oh uh!', 'Something went wrong.');
        });
    }
  }

  /**
   * Each Menu Item looks like this
   */
  menuItem = item => (
    <TouchableOpacity
      key={`menu-item-${item.title}`}
      onPress={() => this.onPress(item.onPress)}
    >
      <View style={[styles.menuItem]}>
        <Text style={[styles.menuItem_text]}>
          {item.title}
        </Text>
      </View>
    </TouchableOpacity>
  )

  /**
   * Build the Menu List
   */
  menuList = () => {
    // Determine which menu to use - authenticated user menu or unauthenicated version?
    let menu = this.props.unauthMenu;
    if (this.props.user && this.props.user.email) menu = this.props.authMenu;

    return menu.map(item => this.menuItem(item));
  }

  render = () => (
    <View style={[styles.container]}>
      <View style={[styles.backgroundFill]} />

      <View style={[styles.menuContainer]}>
        <View style={[styles.menu]}>{this.menuList()}</View>

        <View style={[styles.menuBottom]}>
          {this.props.user && this.props.user.email ?
            <View>
              <Text
                style={[
                  styles.menuBottom_text,
                  AppStyles.textCenterAligned,
                ]}
              >
                Logged in as:{'\n'}
                {this.props.user.email}
              </Text>

              <Spacer size={10} />

              <View style={[AppStyles.paddingHorizontal, AppStyles.paddingVerticalSml]}>
                <Button small title={'Log Out'} onPress={this.logout} />
              </View>
            </View>
          :
            <View style={[AppStyles.paddingHorizontal, AppStyles.paddingVerticalSml]}>
              <Button small title={'Log In'} onPress={() => this.onPress(Actions.login)} />
            </View>
          }
        </View>
      </View>
    </View>
  )
}

/* Export Component ==================================================================== */
export default Menu;
","Create a React Native screen with a side menu that has two main sections: A main menu with a list of menu items and a menu bottom with a user's email and a logout button if the user is logged in, or a login button if the user is not logged in."
"import PureComponent from '../../../lib/purecomponent';
import React from 'react';
import classnames from 'classnames';
import immutable from 'immutable';
import {deleteTodo} from '../../todos/actions';

export default class TodoItem extends PureComponent {

  render() {
    const todo = this.props.todo;

    return (
      <li className={classnames({editing: false})}>
        <label>{todo.get('title')}</label>
        <button onClick={() => deleteTodo(todo)}>x</button>
      </li>
    );
  }

}

TodoItem.propTypes = {
  todo: React.PropTypes.instanceOf(immutable.Map)
};
",Create a React component for rendering a todo item that includes a label with the todo title and a button for deleting the todo.
"import React from 'react';
import PropTypes from 'prop-types';
import { createPortal } from 'react-dom';
import classNames from 'classnames';
import { FormattedMessage, injectIntl, defineMessages } from 'react-intl';
import Icon from 'mastodon/components/icon';

const messages = defineMessages({
  show: { id: 'column_header.show_settings', defaultMessage: 'Show settings' },
  hide: { id: 'column_header.hide_settings', defaultMessage: 'Hide settings' },
  moveLeft: { id: 'column_header.moveLeft_settings', defaultMessage: 'Move column to the left' },
  moveRight: { id: 'column_header.moveRight_settings', defaultMessage: 'Move column to the right' },
});

export default @injectIntl
class ColumnHeader extends React.PureComponent {

  static contextTypes = {
    router: PropTypes.object,
  };

  static propTypes = {
    intl: PropTypes.object.isRequired,
    title: PropTypes.node,
    icon: PropTypes.string,
    active: PropTypes.bool,
    multiColumn: PropTypes.bool,
    extraButton: PropTypes.node,
    showBackButton: PropTypes.bool,
    children: PropTypes.node,
    pinned: PropTypes.bool,
    placeholder: PropTypes.bool,
    onPin: PropTypes.func,
    onMove: PropTypes.func,
    onClick: PropTypes.func,
    appendContent: PropTypes.node,
    collapseIssues: PropTypes.bool,
  };

  state = {
    collapsed: true,
    animating: false,
  };

  historyBack = () => {
    if (window.history && window.history.length === 1) {
      this.context.router.history.push('/');
    } else {
      this.context.router.history.goBack();
    }
  }

  handleToggleClick = (e) => {
    e.stopPropagation();
    this.setState({ collapsed: !this.state.collapsed, animating: true });
  }

  handleTitleClick = () => {
    this.props.onClick();
  }

  handleMoveLeft = () => {
    this.props.onMove(-1);
  }

  handleMoveRight = () => {
    this.props.onMove(1);
  }

  handleBackClick = () => {
    this.historyBack();
  }

  handleTransitionEnd = () => {
    this.setState({ animating: false });
  }

  handlePin = () => {
    if (!this.props.pinned) {
      this.context.router.history.replace('/');
    }

    this.props.onPin();
  }

  render () {
    const { title, icon, active, children, pinned, multiColumn, extraButton, showBackButton, intl: { formatMessage }, placeholder, appendContent, collapseIssues } = this.props;
    const { collapsed, animating } = this.state;

    const wrapperClassName = classNames('column-header__wrapper', {
      'active': active,
    });

    const buttonClassName = classNames('column-header', {
      'active': active,
    });

    const collapsibleClassName = classNames('column-header__collapsible', {
      'collapsed': collapsed,
      'animating': animating,
    });

    const collapsibleButtonClassName = classNames('column-header__button', {
      'active': !collapsed,
    });

    let extraContent, pinButton, moveButtons, backButton, collapseButton;

    if (children) {
      extraContent = (
        <div key='extra-content' className='column-header__collapsible__extra'>
          {children}
        </div>
      );
    }

    if (multiColumn && pinned) {
      pinButton = <button key='pin-button' className='text-btn column-header__setting-btn' onClick={this.handlePin}><Icon id='times' /> <FormattedMessage id='column_header.unpin' defaultMessage='Unpin' /></button>;

      moveButtons = (
        <div key='move-buttons' className='column-header__setting-arrows'>
          <button title={formatMessage(messages.moveLeft)} aria-label={formatMessage(messages.moveLeft)} className='icon-button column-header__setting-btn' onClick={this.handleMoveLeft}><Icon id='chevron-left' /></button>
          <button title={formatMessage(messages.moveRight)} aria-label={formatMessage(messages.moveRight)} className='icon-button column-header__setting-btn' onClick={this.handleMoveRight}><Icon id='chevron-right' /></button>
        </div>
      );
    } else if (multiColumn && this.props.onPin) {
      pinButton = <button key='pin-button' className='text-btn column-header__setting-btn' onClick={this.handlePin}><Icon id='plus' /> <FormattedMessage id='column_header.pin' defaultMessage='Pin' /></button>;
    }

    if (!pinned && (multiColumn || showBackButton)) {
      backButton = (
        <button onClick={this.handleBackClick} className='column-header__back-button'>
          <Icon id='chevron-left' className='column-back-button__icon' fixedWidth />
          <FormattedMessage id='column_back_button.label' defaultMessage='Back' />
        </button>
      );
    }

    const collapsedContent = [
      extraContent,
    ];

    if (multiColumn) {
      collapsedContent.push(pinButton);
      collapsedContent.push(moveButtons);
    }

    if (children || (multiColumn && this.props.onPin)) {
      collapseButton = (
        <button
          className={collapsibleButtonClassName}
          title={formatMessage(collapsed ? messages.show : messages.hide)}
          aria-label={formatMessage(collapsed ? messages.show : messages.hide)}
          aria-pressed={collapsed ? 'false' : 'true'}
          onClick={this.handleToggleClick}
        >
          <i className='icon-with-badge'>
            <Icon id='sliders' />
            {collapseIssues && <i className='icon-with-badge__issue-badge' />}
          </i>
        </button>
      );
    }

    const hasTitle = icon && title;

    const component = (
      <div className={wrapperClassName}>
        <h1 className={buttonClassName}>
          {hasTitle && (
            <button onClick={this.handleTitleClick}>
              <Icon id={icon} fixedWidth className='column-header__icon' />
              {title}
            </button>
          )}

          {!hasTitle && backButton}

          <div className='column-header__buttons'>
            {hasTitle && backButton}
            {extraButton}
            {collapseButton}
          </div>
        </h1>

        <div className={collapsibleClassName} tabIndex={collapsed ? -1 : null} onTransitionEnd={this.handleTransitionEnd}>
          <div className='column-header__collapsible-inner'>
            {(!collapsed || animating) && collapsedContent}
          </div>
        </div>

        {appendContent}
      </div>
    );

    if (multiColumn || placeholder) {
      return component;
    } else {
      // The portal container and the component may be rendered to the DOM in
      // the same React render pass, so the container might not be available at
      // the time `render()` is called.
      const container = document.getElementById('tabs-bar__portal');
      if (container === null) {
        // The container wasn't available, force a re-render so that the
        // component can eventually be inserted in the container and not scroll
        // with the rest of the area.
        this.forceUpdate();
        return component;
      } else {
        return createPortal(component, container);
      }
    }
  }

}
","Generate the React code for a column header component that can be used as the header for a list of data. The component should have a title, an icon, and a collapsible settings menu. The settings menu should contain options to move the column to the left or right, and to pin the column to the top of the list. The component should also have a button to go back to the previous page. The component should be written in React, using the following libraries: `react`, `prop-types`, `react-dom`, `classnames`, `react-intl`, and `mastodon/components/icon`."
